tweet,time
"🌬 California Fire Death Toll Climbs in Paradise, Where Residents Were Burned Alive in Cars😖Still I ask @realDonaldTrump Why don’t you bring the TROOPS to California to help? ",2018-11-18 23:37:30
"calfire reporting 149,500 acres burned, 60% contained, and 12,595 structures (all types) destroyed. #CampFire #wildfire #wildlandurbaninterface @ Paradise, California ",2018-11-18 23:37:21
California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how - Los Angeles Times ,2018-11-18 23:37:16
@Qlibertybell17 PG&amp;E linked to southern California fire that killed 3 people also ...,2018-11-18 23:37:09
This is a pretty accurate description of the process for identifying the deceased after a wildfire. It requires multiple disciplines working together.  #forensics #campfire                      ,2018-11-18 23:37:01
".@PGE4Me reported a second outage on its equipment in Butte County in the early moments of the #CampFire. This one was in Concow, where @CAL_FIRE investigators say a ""second origin"" to the fire may have started.",2018-11-18 23:37:00
"In Northern California, Searchers Step Up Efforts Before Rain Comes to Fire Zone ",2018-11-18 23:36:57
My lungs about to look like a burned steak all because PG&amp;E got a monopoly in North California. #SF #CampFire,2018-11-18 23:36:55
"""PG&amp;E reports another outage on morning when California fire started"" -  Its premature to say. What if this caused it",2018-11-18 23:36:42
Man finds engagement ring in rubble after California Camp Fire destroys home ,2018-11-18 23:36:36
"California Camp Fire ravages town of Paradise, but family dog survives",2018-11-18 23:36:34
This family fled the Camp Fire. Then they learned their garage became a makeshift hospital.  ,2018-11-18 23:36:15
"""It used to be that fires destroyed exurbs or scattered enclaves. But what's remarkable is the way they're plowing over cities, which we thought was something that had been banished a century ago.""",2018-11-18 23:36:08
@WhiteHouse @realDonaldTrump I am a retired firefighter in California. The first thing California fire academies teach about in the forest firefighting portions is that Californians wildfires are a direct result of forest mismanagement and years of fire suppression and no logging allowing fuel to build up.,2018-11-18 23:36:03
These pets survived the Camp Fire — but now rescuers need help finding their owners - The Sacramento Bee ,2018-11-18 23:36:01
"We used @Google tools @PeppLaw to launch the Disaster Relief Clinic &amp; would welcome @Googleorg support to advance the work. (&amp; @projectfi just gave us a data discount w/o our asking, bc of #WoolseyFire use.) Thank you! ",2018-11-18 23:35:59
"Haven't heard a thing from the reporter I contacted that interviewed the retired couple that only makes $900.00/mo from SS &amp; rented a place for $400.00/mo. that lost everything in the Paradise #CampFire. My offer stands to them. They have no family, nothing, no plans. I'm here.",2018-11-18 23:35:53
Hundreds of Americans in a Walmart parking lot in #California living in tents with no help from the government. The #illegalaliens storming our borders are taking away from Americans. It’s time to put Americans first. #CampFire,2018-11-18 23:35:52
‘Some of these people are not going to be identified.’ Naming Camp Fire victims an uncertain task ,2018-11-18 23:35:48
Another city down 😎 good riddance #ParadiseFire #CampFire #ParadiseCA,2018-11-18 23:35:48
Camp Fire evacuees at makeshift camp in Walmart parking lot given deadline to leave ,2018-11-18 23:35:45
Death toll rises to 76 in California fire with winds ahead  ,2018-11-18 23:35:24
@doxiebaby Also tag #WoolseyFire. Campfire is Northern California nearly 7hrs away by car from the southern Cali fires. They are separate and both tragic.,2018-11-18 23:35:22
"With Hundreds Still Missing in Camp Fire, Some Families Prepare for the Worst  ",2018-11-18 23:35:12
@realDonaldTrump I am a retired firefighter in California. The first thing California fire academies teach about in the forest firefighting portions is that Californians wildfires are a direct result of forest mismanagement and years of fire suppression and no logging allowing fuel to build up.,2018-11-18 23:35:10
"""We weren’t going to let the fire take anything more from us."" ",2018-11-18 23:35:03
Man finds engagement ring in rubble after California Camp Fire destroys home  #FoxNews,2018-11-18 23:34:51
Some resources from @EmergencyDocs for the communities responding to #CampFire #wildfires ,2018-11-18 23:34:51
"California Camp Fire ravages town of Paradise, but family dog survives  ",2018-11-18 23:34:50
California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how - Los Angeles Times ,2018-11-18 23:34:40
TMFPD is still accepting gift card donations for the victims affected by the Camp Fire. Others in the community are also taking donations. ,2018-11-18 23:34:36
"""It has destroyed almost 13,000 structures. For perspective, the previously most destructive wildfire in state history, Tubbs Fire that raged through the city of Santa Rosa last year, destroyed 5,500 total structures."" ",2018-11-18 23:34:01
If you want to bawl your eyes out here’s @latimes’ harrowing article that vividly depicts the devastation of the deadly Camp Fire ,2018-11-18 23:33:56
"Mission Dolores is hosting a #CampFire benefit concert on 11/26 Joseph Raymond Meyers, @SGundunas, @kwsoprano, Philip G Skinner, Nicole Takesono Flowers, Bojan Knezevic, Sofie Rose, Lucas Babcock, Jerome Lenk &amp; more! Learn more:  #SanFrancisco ",2018-11-18 23:33:46
@engineco16 The Silver Cocoon #CampFire @wildfiretoday ,2018-11-18 23:33:44
California Fire Turns Malibu From Haven Into Hellscape  via @thedailybeast,2018-11-18 23:33:43
"@walmart_amp Blocking all WalMart ads due to the company’s heartlessness toward #CampFire refugees/homeless camping in the store parking lot. Evil. Pure evil, kicking them out. Who do you think will shop at your store now?",2018-11-18 23:33:42
"RoadClosures2 #WoolseyFire Just North of Kanan at Triunfo Canyon blocking access to Kanan Rd Just North of Kanan at Hidden Highland, blocking access to Kanan Rd W Mulholland from Cornell Rd Everything is closed South of Mulholland Hwy &amp; West of Malibu Canyon to Malibu City limits",2018-11-18 23:33:31
PG&amp;E reports another outage on morning when California fire started ,2018-11-18 23:33:26
"California Camp Fire ravages town of Paradise, but family dog survives, if you know what i mean",2018-11-18 23:33:13
This is a heartbreaking read.💔California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how - Los Angeles Times ,2018-11-18 23:33:00
"@Fender My friends 2nd DeVille amp was lost when the #CampFire took his house in Paradise, CA.  He's a modest professional musician and lost everything, including his Strat.  Any chance you can hook him up? ",2018-11-18 23:32:56
"FOX NEWS: California Camp Fire ravages town of Paradise, but family dog survives  ",2018-11-18 23:32:46
"A ChicoER editorial: #Camp Fire the tragedy we were all warned about: Nobody would have ever thought this could happen,” President Donald Trump said while touring the Camp Fire... ",2018-11-18 23:32:28
"Sharing again, and I hope you all will too!  Please share - a church near my area is hoping to help the victims of the Camp Fire in Paradise, CA. You can donate here: ",2018-11-18 23:32:22
"""We look for the human remains so the family doesn't have to find them."" @jribas captures the unfathomable #CampFire search and rescue effort, with editing @byaliceli. ",2018-11-18 23:32:20
"Just spoke with the Wal-Mart in Chico, CA (3:30 pm)who tell me they have spoken to the district manager &amp; the Camp Fire evacuees are being permitted to stay in their parking lot for as long as they want &amp; will NOT be turned away!",2018-11-18 23:32:18
"#WoolseyFire.  #CampFire. Prayers for victims, firefighters and all those affected by these horrible fires! ",2018-11-18 23:32:11
Who watched the @ErinBrockovich movie? That’s the same #pge responsible for the #campfire fire. The company never learned to value human life.,2018-11-18 23:32:11
"The #campfire as it happened Live.Hear it exactly how it happened, and the stories of the unknown heroes who risked it all to help save others.This is continuous coverage of the incident as it happened.",2018-11-18 23:32:05
AwesomeCapital: California Fire: What is the Impact on Health in t... ,2018-11-18 23:32:00
"Road Closures #WoolseyFire 11/18/18 - Hwy 1 southbound (P.C.H.) closed at LA County line to Ramirez Canyon Rd.- Ramirez Canyon Rd. at the Malibu City limit.- On Mulholland at Country Ranch, blocking traffic South of Country Ranch.- S. Kanan at Malibu View Dr. (more)",2018-11-18 23:31:48
"#SubWayLive: The remains of five more people were found Saturday, including four in the decimated town of Paradise, California and one in nearby Concow, bringing the number of dead to 76. ",2018-11-18 23:31:27
"#Traitor #Trump shook hands with #Governor-elect Gavin Newsom yesterday, the same person he recently called a clown. @GavinNewsom graciously accepted the handshake. I'm not sure I could be so forgiving.#VeteransAgainstTrump #wildfires #CampFire #WoolseyFire #California",2018-11-18 23:31:04
California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how - Los Angeles Times ,2018-11-18 23:30:59
"California fires: Number of missing grows to more than 1,000 in Camp Fire - CNN ",2018-11-18 23:30:58
"Thousands of people homeless, entire towns destroyed, and cinematic history lost. The latter means far less than the former but shows how these devastating losses affect us all, even in a tiny way. My heart is with the people affected by #CampFire. ",2018-11-18 23:30:58
‘Some of these people are not going to be identified.’ Naming Camp Fire victims an uncertain task - The Sacramento Bee ,2018-11-18 23:30:54
so that devestateing Camp Fire in CA started Nov. 8th...wow...I'm praying for our country...,2018-11-18 23:30:48
"Having fought forest fires as a teen, and designed a system to direct airplanes to take-off and land by computer, it is evident that water bombers need now to fly at night.  The technology exists. It need be implemented. ",2018-11-18 23:30:46
"California Camp Fire ravages town of Paradise, but family dog survives ",2018-11-18 23:30:45
"@PGE4Me seems to be responsible for the @california #ForestFires On Nov. 13, several victims of the Camp Fire filed a lawsuit blaming the energy company for ""failing to properly maintain its infrastructure and equipment."" Due to this mismanagement, the suit claims, PG&amp;E power ...",2018-11-18 23:30:41
"“Camp Fire Survivors: Does anyone know ‘3 Amigos-Chic, Phil, Lay’ the Hens? TY PDX Portland Fire Dept. found (3 Hens) while evacuat. &amp; firefighting. If anyone knows the ‘3 Amigos’ contact VCA. Hens avoided being roasted &amp; fried by KFC. They wished could fly or swim like swans. ",2018-11-18 23:30:38
"@Kattavernd California Camp Fire ravages town of Paradise, but family dog survives As her fa  ",2018-11-18 23:30:30
"The @ChicoER and @ParadisePost newspapers both had a good # of subscribers in Paradise. ""Now we don't have a town to deliver it to."" So the Post is now being distributed at evacuation centers. Full interview here:  ",2018-11-18 23:30:23
The #CampFire created dangerous conditions. Crews are working 24/7 to to make the evacuation zones safe. ,2018-11-18 23:30:18
Dog found after Camp Fire 'protecting the only house left on the block' in Paradise  via @BreakingNews_RS,2018-11-18 23:30:17
"As Camp Fire Overtook Paradise, Many Were Gridlocked or Never Got Warning, Reports Say  via @EARTH3R",2018-11-18 23:30:16
Problem solved #campfire #CampFireSmoke ,2018-11-18 23:30:11
