tweet,time
This is so wrong!@californiapuc will allow PG&amp;E to pass #CampFire costs on to consumers.@Kiwi_CGFX @TaggartRehnn @Jr3597 @reddogsusie @msmorgan1968 @leighjalland @WinglessBird_ @samjarvis49 @Jasamsdestiny @indigosky42 @BadProductionz @chalicegarden,2018-11-18 23:57:59
Fucking goosebumps reading how everything in Paradise happened. Sounded horrifying.,2018-11-18 23:57:55
Heartbroken for California. This is extraordinary writing/reporting. Just bone chilling. The world is a scary place right now. We gotta look after one another ❤️ ,2018-11-18 23:57:51
'For those we have lost': Vigil to honor victims of Camp Fire  ,2018-11-18 23:57:51
@JoannePappas4 @DianneG This one has PG&amp;E stating that there was a problem with a transmission line in the area of the Camp Fire. It’s a long article.,2018-11-18 23:57:28
⁦.⁦@ucmerced⁩ cancels classes as smoke from Camp Fire lingers heavy in the Valley,2018-11-18 23:57:27
"The catastrophic #CampFire isn't even halfway done burning, officials predict ",2018-11-18 23:57:06
Illegal immigrants tent city VS. California Fire victims Tent accommodations. ,2018-11-18 23:56:46
"California Camp Fire ravages town of Paradise, but family dog survives ",2018-11-18 23:56:45
"Well it took a week or so but I finally saw a news program use ""PARADISE LOST"" as the title for their Camp Fire story",2018-11-18 23:56:43
She couldn't get home from work to save her baby. Have you seen him? More info on link: #CampFire #CampFirePets #ParadiseCA ,2018-11-18 23:56:37
@SophiesMom64 @drikpic Any news on Splinter? #Splinter #CampFire #Paradise #CampFirePets,2018-11-18 23:56:37
"Still so much smoke in the air from the #campfire #prayforrain #prayforcalifornia @ Cool, California ",2018-11-18 23:56:37
How Californians Are Breathing in the ‘New Abnormal’ of Epic Fires ,2018-11-18 23:56:36
I have 6 #campfire foster dogs who need forever homes. Their foster families in Paradise lost their homes. They're all doing really well with their foster families in the Bay Area. DM me for more photos and info. Please share! #rescuedog #fosterdog ,2018-11-18 23:56:35
#CampFire (Artist Instagram: @ sun_poured) ,2018-11-18 23:56:27
"If you'd like to find some way to be present at the vigil but for some reason cannot make it physically, here's one way to participate - this is the live stream of the event..#CampFire",2018-11-18 23:56:14
@ButteSheriff Keep going for the truth. I think you are really handling it with audacity and dignity. #MissingList #CampFire,2018-11-18 23:56:07
Camp Fire/ Woolsey Fire Relief ,2018-11-18 23:55:50
🔴 Evening Update. Sunday night at distribution center #campfire ,2018-11-18 23:55:43
"This story, my God. God bless these people and these first responders and the woman in labor whom I’ll not forget. And God help us all.  ",2018-11-18 23:55:32
"California Camp Fire ravages town of Paradise, but family dog survives ",2018-11-18 23:55:25
@CharlieWestest @mdean38 @LunaLuvgood2017 I am so very sorry for your loss. I too have loved ones who lost all in Paradise. Sad beyond words. #CampFire,2018-11-18 23:55:20
"California Camp Fire ravages town of Paradise, but family dog survives  #news ",2018-11-18 23:55:20
We are praying for everyone in the #CaliforniaFires here at @GraceCathedral today. More and more bad news keeps coming. Feeling the weight of the loss today!‘Hell on Earth’: The First 12 Hours of California’s Deadliest Wildfire ,2018-11-18 23:55:17
Could you foster an elderly person or two? Of course you can and here's how...#CampFireJamesWoods #DisasterAssistTeam #eldercare   … ,2018-11-18 23:55:16
"More than 1,200 still missing in California's Camp Fire. Read more:  ",2018-11-18 23:55:13
Some relief coming  in Northern California  #CampFire ,2018-11-18 23:55:09
Camp Fire death toll climbs to 76  ,2018-11-18 23:55:06
The clock is 3 minutes to dooms dayRussiaChinaS.ArabiaSyriaTurkeyVenezuelaMexicoPacific rimJapanN. KoreaTusanmiHeat wavesCalifornia firePolar glacial meltsair pollutionEarthquakeOill spillsEbolaSwine fluSuper bugsSalmonellahumanity get ready for extinction,2018-11-18 23:55:06
"Camp Fire: Containment rises to 60 percent; 149,500 acres burned.via @GoogleNews",2018-11-18 23:55:03
After the Camp Fire: How does a mayor rebuild Paradise when all seems lost? - The Mercury News ,2018-11-18 23:55:02
"Visted LA last wk during the fires, fortunate enough to only smell smoke in the air. Ppl in LA were absolutely lovely &amp; take pride in their natural surroundings. Heartbreaking how much they've lost #CampFire #ParadiseFire",2018-11-18 23:54:55
Officials help relocate Camp Fire survivors from Chico Walmart to shelter(Via ABC10) ,2018-11-18 23:54:53
HEARTBREAKING. 💔💔💔💔. California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how - Los Angeles Times ,2018-11-18 23:54:52
PSA from asshat Trump. #Notmypresident #CaliforniaWildfires #CampFire #CaliforniaFires #CaliforniaFire #WoosleyFire ,2018-11-18 23:54:29
Malibu Canyon to PCH pit stop at Starbucks to Winding Way #woolseyfire #malibufire,2018-11-18 23:54:21
"California Fire: What is the Impact on Health in the Long Run? (MedPage Today) -- ""There is simply no precedent for this,"" expert says at ACAAI annual meeting ",2018-11-18 23:54:17
Over a thousand people missing from the fires in California!,2018-11-18 23:54:11
Break News: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:54:08
"This piece is Exceptional, Remarkable, Horrifying Journalism.  ",2018-11-18 23:54:01
California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:53:46
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:53:45
#WoolseyFire is also still burning. Please do whatever you can to help. ,2018-11-18 23:53:44
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:53:37
California Wildfires Out of Control. Condolences to All Victims! #WoolseyFire ,2018-11-18 23:53:34
What a #thread to read. Wow. #CampFire ,2018-11-18 23:53:33
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:53:31
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:53:31
"7 Day NCEP WPC totals for California are finally starting to look like November to the tune of 3.78 trillion gallons of precipitation possible, most of that falling in Northern California, including a considerable amount near the #CampFire and #CarrFire burn areas #CAwx ",2018-11-18 23:53:30
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:53:21
WATCH the #CAMPFIRE vigil at the link below.We'll have coverage on @fox40 at 5pm. ,2018-11-18 23:53:20
'He can kiss my red ass': California fire evacuees give Trump visit short shrift ,2018-11-18 23:53:18
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:53:18
@POTUS #Paradise  #CampFire #DEW #DirectedEnergyWeapon  #Agenda21 Exclusive Interview with Fire Captain on Origins of CA Fires   ,2018-11-18 23:53:10
@POTUS #Paradise  #CampFire #DEW #DirectedEnergyWeapon  #Agenda21 Plan to Burn up Northern California Disclosed    ,2018-11-18 23:53:09
California Fire: What is the Impact on Health in the Long Run? ,2018-11-18 23:53:02
Man finds engagement ring in rubble after California Camp Fire destroys home,2018-11-18 23:52:54
Uh oh. ,2018-11-18 23:52:28
"Let's hope is OK, everyone of these cats is important. ""Only 1 Lion Remains Missing in Santa Monica Mountains Following #WoolseyFire - The only #mountainlion still... ",2018-11-18 23:52:13
Marin Strike Team 2808-A has returned home from the #campfire safe. We appreciate the service and sacrifice of our firefighters and mourn the terrible losses of this tragic fire.… ,2018-11-18 23:52:12
@h0n3y_73 @joefaz California Fire! You guys are in Americas prayers hourly.,2018-11-18 23:52:11
"Held our collective breaths reading this. The bravery shown by the firefighters, first responders, medical personnel and citizens at this terrible event is unbelievable. They are all true heroes. Must read. #CampFire ",2018-11-18 23:52:00
California Fire: What is the Impact on Health in the Long Run? ,2018-11-18 23:51:32
"Really great advice @kay646464! Its so terrible that ""people"" would do this, but it happens every time! Be careful Tweeties! #CampFireJamesWoods #WoolseyFire ",2018-11-18 23:51:21
My hometown is devastated. @NBCTheVoice should have these guys on a live show to make $ for the #CampFire victims.,2018-11-18 23:51:09
This is beyond terrifying.  ,2018-11-18 23:50:53
The @AngwinFire are hosting their annual pancake breakfast on 12/1 - these volunteers are actively working at the #CampFire right now!  ,2018-11-18 23:50:50
Surviving the Camp Fire was hard enough. Now these animals have to find their humans. ,2018-11-18 23:50:37
I've just posted a new blog: PG&amp;E reports another outage on morning when California fire started ,2018-11-18 23:50:31
"Trump says Camp Fire is 'total devastation,' but hasn't made him rethink climate change  ",2018-11-18 23:50:22
Dog found 'protecting the only house left on the block' after Camp Fire in Paradise  ,2018-11-18 23:50:16
"California Camp Fire ravages town of Paradise, but family dog survives ",2018-11-18 23:50:08
#CampFire there are many structures still standing. The black area are structures that have not burned.  Then the red that are burned. ,2018-11-18 23:50:04
"People From Finland Collectively Said ""Excuse Me?"" After Trump Said The Country Rakes Its Forest To Prevent Fires  via @remysmidt",2018-11-18 23:50:01
"@Guzmanfitness @HeidiSomers @MaxxChewning @BradleyMartyn please help me,a 2nd grade teacher, help my friend(a first grade teacher) who not only lost her house, but also her classroom in the #CampFire ",2018-11-18 23:49:49
"Are they calling it #CampFire to sway all doubt it was started by anything else, like, say, DEWs? ",2018-11-18 23:49:46
"Hurray, Janya Finney has been FOUND! Thanks to all that helped in the searches and those who have relentlessly been tweeting from afar. #CampFireJamesWoods #CampFire #CampFireFound ",2018-11-18 23:49:23
"@chrissyteigen please help me,a 2nd grade teacher, help my friend(a first grade teacher) who not only lost her house, but also her classroom in the #CampFire ",2018-11-18 23:49:21
Just Quit you imbecile @realDonaldTrump! #Rake #RakeTheForest #MakeAmericaRakeAgain #CampFire #CaliforniaFire #California #ClimateChange ,2018-11-18 23:49:15
New #FuturisTrendcast post with @akaider @1_Earth_United contribution: California Wildfires Out of Control. Condolences to All Victims! #WoolseyFire ,2018-11-18 23:49:13
"@WhiteHouse @realDonaldTrump Another load of ...  You blamed CA forestry service for the fire (there were several, only Camp fire was in t/forest), when it started on Federal land, then you suggest t/forests should be 'raked!' You are hopeless. What's UR suggestion for the Malibu fire &amp; others?",2018-11-18 23:48:46
"I’ve followed the fires pretty closely, &amp; I still lost my composure reading this. This is the kind of story you don’t want to read, but absolutely should. Understanding is critical. #cafire #campfire ",2018-11-18 23:48:33
Adventist Review Online | Three Angels Broadcasting Network Coverage of the Camp Fire  ,2018-11-18 23:48:31
PG&amp;E reports another outage on morning when California fire started ,2018-11-18 23:48:26
"@KimKardashian please help me,a 2nd grade teacher, help my friend(a first grade teacher) who not only lost her house, but also her classroom in the #CampFire ",2018-11-18 23:48:23
"“We’ve never seen anything like this in California, we’ve never seen anything like this yet. It’s like total devastation,” President Trump said as he stood amid the ruins of the town of Paradise.  # via @HuffPost",2018-11-18 23:48:13
Wow. What horrifying &amp; apocalyptic accounts. Praying for all those affected by the fires in California.,2018-11-18 23:48:12
.@laurellmerz was interviewed by .@businessinsider re: #CampFire #RidgeStrong,2018-11-18 23:48:03
"Although I'm unemployed, still showing symptoms from breathing in too much ash from the Camp Fire, and back in Los Angeles, I just got some good news: my previous employer that messed my pay and was targeting college students is no longer on my University's job search site!",2018-11-18 23:48:02
Evacuated from the #CampFire? Contact your insurer at their Toll Free Phone Number  #Wildfires ,2018-11-18 23:48:01
The @iHop in #Chico CA will be providing a free warm breakfast to any and all #CampFire #ParadiseFire evacuees starting tomorrow from 7am-1pm. What a great way to help out a community in need! Thank you to the staff of iHop! Address: 2040 Business Lane Chico Ca,2018-11-18 23:47:59
We’re committed to making sure Paradise recovers and to getting those harmed by this terrible fire the help they need now. Our team represents thousands of wildfire survivors and we’re here to help. Learn more and contact us at  #CampFire,2018-11-18 23:47:56
Retired Chico police chief sues PG&amp;E over #CampFire @Kiwi_CGFX @TaggartRehnn @Jr3597 @reddogsusie @msmorgan1968 @leighjalland @WinglessBird_ @samjarvis49 @Jasamsdestiny @indigosky42 @BadProductionz @chalicegarden @CassJSpring @LightOnIt1,2018-11-18 23:47:53
An eerie smoked covered lake caused by the massive Northern California fire... #PrayersForCalifornia @ Lake Chabot Regional Park ,2018-11-18 23:47:50
How authorities search for those missing during the California fires  ,2018-11-18 23:47:28
How authorities search for those missing during the California fires  ,2018-11-18 23:47:23
Terrifying account by the LA Times on how Paradise burned. ,2018-11-18 23:47:15
You can follow Wick Wish Candle Co on Instagram - @ wickwishcandleco - for updates on when The Time Team candle will be live. I'm also donating 20% of all orders to Camp Fire relief. #Timeless #Clockblockers,2018-11-18 23:47:06
"Despite the devastation, survivors of the Camp fire go forward with wedding - Los Angeles Times ",2018-11-18 23:47:05
Yes. This. #RebeccaSolnit. ,2018-11-18 23:46:58
"Whoops, meant #CampFire ",2018-11-18 23:46:53
"California's devastating Camp Fire destroyed the town of Paradise, and some residents don't think they'll return ",2018-11-18 23:46:48
"@bascule NOAA's HRRR Smoke satellite time-lapse shows the wind shift the day PG&amp;E emailed, Wed 11/7, just before Camp Fire ignites, then can see how air shift blows on/through Camp Fire 11/8.",2018-11-18 23:46:46
California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how ,2018-11-18 23:46:39
"Yeah, raking would’ve helped. #ShitForBrains Trump #CaliforniaFires #WoolseyFire ",2018-11-18 23:46:33
@EvilCEOE Hopefully it works out. Nicole inherited some from her grandmother and we did the same technique with camp fire coals for our heat source,2018-11-18 23:46:25
I am captivated by this  tool showing which buildings are destroyed and which survive at the #CampFire. The scale of loss here is still so inconceivable. ,2018-11-18 23:46:15
Legendary guitar builder Wayne Charvel lost his workshop and home in the Camp Fire ☹️ @CharvelGuitars produced famous guitars for #VanHalen #ZZTop  and #DeepPurple to name a few. A lifetime of work is destroyed in a couple hours. Read the story: ,2018-11-18 23:46:12
Butte County sheriff: 'Still trying to bring order to the chaos' caused by Camp Fire ,2018-11-18 23:46:05
"PG&amp;E waited more than a week before relaying crucial information to state regulators about a second electrical incident in the early-morning hours of Nov. 8, less than an hour after the Camp Fire was first reported. ",2018-11-18 23:46:01
"CBS News: California wildfires: Nearly 1,300 unaccounted for in Camp Fire - live updates.",2018-11-18 23:46:01
California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how - Los Angeles Times ,2018-11-18 23:45:57
How authorities search for those missing during the California fires   #CNN,2018-11-18 23:45:50
Read this horrifying account of the California fires and cry. I can’t think of anything more horrible. ,2018-11-18 23:45:46
In pictures: Wildfires tear across California,2018-11-18 23:45:45
Since I'm still in facebook jail until tomorrow I cannot respond or forward anything there.  #CampFire #CampFireSmoke #CampFirePets #jameswoods,2018-11-18 23:45:41
"The long, hard process of identifying the dead in California's deadliest wildfire  via @usatoday",2018-11-18 23:45:29
"More than 1,200 still missing in California's Camp Fire ",2018-11-18 23:45:22
"@bascule On Tues Nov 6th, PG&amp;E warned but didn't power down. Next day, Wed, they sent email to homeowner about wanting access to their powerline on her property, probably where fire started.",2018-11-18 23:45:19
"Whoever did this.  Kodo's.  I know we are not on the ground, but trying to help people remotely.  Great video From a few days ago.  I would like an updated one. So much tragedy, but so many rewards also.    #campfirejameswoods #Campfire #missingpets",2018-11-18 23:45:18
How authorities search for those missing during the California fires   ,2018-11-18 23:45:15
How authorities search for those missing during the California fires  ,2018-11-18 23:45:09
'He can kiss my red ass': California fire evacuees give Trump visit short shrift ,2018-11-18 23:45:08
Man finds engagement ring in rubble after California Camp Fire destroys home ,2018-11-18 23:45:07
"""She turns around and said, 'you're alive,' and I said, 'oh my God you're alive.'"" #CampFire ",2018-11-18 23:45:01
49ers Auctioning Game-Worn Jerseys To Support Camp Fire Victims ,2018-11-18 23:45:01
How authorities search for those missing during the California fires  ,2018-11-18 23:45:00
"California fire toll rises,1276 missing#WorldNews ",2018-11-18 23:44:58
💜💜💜UPDATE 💜💜💜🙏🏽🙏🏽🙏🏽Janya Finney has been found she’s at a friends staying in and RV in a near by town. She’s SAFE and WELL THANK GOD! 🙏🏽🙏🏽🙏🏽thanks to all that helped in the searching! #DisasterAssistTeam #CaliforniaWildFires #CampFireJamesWoods #CampFire ,2018-11-18 23:44:43
Mary Lou Goss - Paradise California Fire ,2018-11-18 23:44:39
"As the fire neared, this 93-year-old knew she had to get out. Then her garbageman showed up. ",2018-11-18 23:44:31
"Gosh, had we just found the time and resources to rake the 33 million acres of forest in California we wouldn't be in this situation now. @realDonaldTrump #CampFire ",2018-11-18 23:44:27
ChicoStart offering help for Camp Fire victims ,2018-11-18 23:44:17
California Wildfires Out of Control. Condolences to All Victims! #WoolseyFire  via @LadaTweets,2018-11-18 23:44:05
This is an incredibly powerful piece. I got teary several times.  California fire: What started as a tiny brush fire became the state’s deadliest wildfire. Here’s how ,2018-11-18 23:44:04
These are facts.  Trump is not interested in facts.  Sad.  #campfire ,2018-11-18 23:43:54
"@engineco16 Which reminds me, hey Dave, where is the Camp Fire base camp?",2018-11-18 23:43:45
"When will somebody say something about what/who started the camp fire!! People are dead, missing, the air is toxic! I want to know the cause. ",2018-11-18 23:43:40
'Very sad to see': Trump visits Paradise lost by California fire ,2018-11-18 23:43:38
Wait...Don't tell me... I got this.They forgot to rake the forest!! ,2018-11-18 23:43:35
"@chilllingwithme @AlohaHa59067534 @sherrynron @jujutsucop @cjkuefler @roadrunnerT1D @SaveOur1st @gothgirlpink @MrDiddy85_ @guyyoudontknow6 @cali_curmudgeon @Lnr57 @cjdtwit @DaZipstahh @LaunaSallai @Briteeye777 @sewwutnow @rcjhawk86 @Walmart American Refugees:  Update #CampFireShelter AvailableGridley, CA 30 miles south of #ChicoButte County FairgroundsShower, security, medical, NatGuardWristband required for entry- genuine evacuees- no homeless#CampFire #CampFirePets #CampFireSmoke #CampFireJamesWoods #KAG ",2018-11-18 23:43:10
"#ButteCounty Fair Grounds Shelter has various buildings including a food pavilion. It's a multi-functional space, that can host RVs, large and small animals and is spacious. ⏩#CampFire #Chico #Paradise #Oroville #Magalia #Pulga #Concow #Corning #RedBluff ",2018-11-18 23:43:09
"Trump says Camp Fire is 'total devastation,' but hasn't made him rethink climate change ",2018-11-18 23:43:09
"Definitely not too late. There is a need now and for some time to come. But the sooner everyone donates, the better planning will be in place and the sooner victims will get assistance. Please donate today! #CampFire ",2018-11-18 23:42:53
"California Camp Fire ravages town of Paradise, but family dog survives  #FoxNews",2018-11-18 23:42:53
"“My kids lost everything. I voted for him – and now? He can kiss my red ass,” California fire evacuees give Trump visit short shrift #MAGA #montana ",2018-11-18 23:42:49
“Camp Fire Survivor: Does anyone know this-kitty? PDX Portland Fire Dept. found (Calico) while evacuat. &amp; firefighting. If anyone knows this Calico contact VCA. Calico is a bit traumatized but recovering nicely from the ordeal. Calico frm.Paradise. Thanks-Portland PDX Fire Depart ,2018-11-18 23:42:48
"You mean to tell me that our government cannot come up with better shelter assistance for citizens, who have lost everything, than a tent city in a Walmart parking lot?  Why can't we talk &amp; DO more about THAT than about raking the goddamn forest?! #CampFire #CaliforniaFires",2018-11-18 23:42:48
#WoolseyFire beginning to demobilize as President visits  ,2018-11-18 23:42:33
"@FlyGuyInTheSky @ER_DavidLittle Or here, read this. Then tell me if David's ""We all knew it was going to happen"" piece doesn't seem a little bit like salt in a wound. ",2018-11-18 23:42:24
"California Camp Fire ravages town of Paradise, but family dog survives  ",2018-11-18 23:42:18
"California Fire Help — Grass Roots Artists' &amp; Makers Fundraiser Raises Over $36,000 in One Week for Butte ... ",2018-11-18 23:42:07
"Gives you a better perspective of how big the #Campfire in #Paradise California is. There are over 1,300 people still missing and the death toll has been steadily climbing with at least 79 confirmed deaths. ",2018-11-18 23:41:48
"California Wildfire update: Sequoia National Forest:  Eden 343 acres burning, Alder, Mountaineer and Moses 5,768 Acres 55% contained. Southern San Joaquin Valley Health Caution/Air Quality Alert for ongoing smoke from Camp Fire and Alder/Mountaineer wildfires. See Below⬇️ ",2018-11-18 23:41:43
"California wildfires: Made homeless by flames, evacuees face hardship, disease and desperation ",2018-11-18 23:41:31
"California Fire: What is the Impact on Health in the Long Run? (MedPage Today) -- ""There is simply no precedent for this,"" expert says at ACAAI annual meeting ",2018-11-18 23:41:20
@LionelMedia James Munder video of Camp Fire showing a huge blast followed by a NEXRAD pulse from nearby Beale AFB.,2018-11-18 23:40:43
"Horror, nothing but horror.‘Some of these people are not going to be identified.’ Naming Camp Fire victims an uncertain task ",2018-11-18 23:40:28
"California Camp Fire ravages of Paradise, but #family dog survives #home  ",2018-11-18 23:40:27
"@Thomas3141592 @DanRather I couldn't find any laws that said it's illegal for private landowners to clear dead trees. Can you provide your source? Butte County (Camp Fire) isn't even considered a top-10 county for dead trees according to the LATM Grant, so less funding. I can't see how this is relevant???",2018-11-18 23:40:24
"California wildfires: Nearly 1,300 unaccounted for in Camp Fire - live updates-- 6 VIDEOS-- Photos-- Maps-- Specs#CaliforniaWildfires #California #CaliforniaFires #Paradise#ButteCounty #WoolseyFire#Malibu #Trump #MrTrump #PresidentDonaldTrump",2018-11-18 23:40:22
Death toll rises to 76 in California fire with winds ahead  ,2018-11-18 23:40:16
This is going to be the story tomorrow as the reality sinks in...these folks aren't staying at a relative's home. They are probably deceased. #CampFire ,2018-11-18 23:40:13
"“Mass shootings and mass burnings,” Pyne says. “Welcome to the new America.”#GreenNewDeal #GunControlNow",2018-11-18 23:40:11
Dog found after #CampFire 'protecting the only house left on the block' in #Paradise  ,2018-11-18 23:40:10
‘Some of these people are not going to be identified.’ Naming Camp Fire victims an uncertain task - The Sacramento Bee ,2018-11-18 23:39:52
Incredible harrowing story from @latimes of #campfire . I followed oblong on google maps. ,2018-11-18 23:39:46
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:39:41
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:39:29
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:39:29
"This is what a #climatechange reckoning looks like. “All of it is embedded in the background trend of things getting warmer” Like a giant atmospheric mosquito, climate change is sucking California dry via @WIRED",2018-11-18 23:39:17
I have seen 2 people washing their cars today. Cue the rain dance #campfiremiracle #campfire,2018-11-18 23:39:11
“Camp Fire Survivors: Does anyone know these ‘2 Dogs-Boss a Chihuahua and a Dog named Cat?’ Cat is a groovy Dog? TY PDX Portland Fire Dept. found (2 Dogs) while evacuat. &amp; firefighting. If anyone knows the ‘2 Pals’ contact VCA. Maybe they stay together. They are a sweet pair. ,2018-11-18 23:39:07
The pure ignorance of this Orange Racoon is truly astonishing SMDH ,2018-11-18 23:38:57
"Trump visit elicits mixed reaction from #CampFire evacuees, community ",2018-11-18 23:38:57
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:38:56
#CampFireCalifornia taxpayers bailout PG&amp;E from #CampFitre liabilityStock rallies 😡@Kiwi_CGFX @TaggartRehnn @Jr3597 @reddogsusie @msmorgan1968 @leighjalland @WinglessBird_ @samjarvis49 @Jasamsdestiny @indigosky42 @BadProductionz @chalicegarden ,2018-11-18 23:38:49
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:38:41
Top story: Celebrities times California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:38:38
"""Jolly plunged into the smoke, now blinding, and ran with her hands stretched out in front of her. She hit firm, hot metal. A firetruck. Firefighters lifted her in and radioed for help."" This account of the Camp Fire is both riveting and terrifying: ",2018-11-18 23:38:32
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:38:28
Top story: California fire: What started as a tiny brush fire became the state's deadliest wildfire. Here's how - Los Angeles Times  see more ,2018-11-18 23:38:28
"Did anyone else get the odd feeling that ""Pleasure"" was/is the name of a sex worker he once knew/knows? #Paradise #PleasurevsParadise #CampFire #CaliforniaFires #FreudianSlip ""What a name..."" ",2018-11-18 23:38:27
!! #woolseyfire closure !! all lanes shutdown until further notice in #Malibu on Malibu Cyn Rd NB between Hwy 1 and Piuma Rd #LAtraffic,2018-11-18 23:38:22
!! #woolseyfire closure !! decker rd / westlake blvd are closed in #Malibu on Hwy 23 NB between CA-1 and E Potrero Rd #LAtraffic,2018-11-18 23:38:22
!! #woolseyfire closure !! all lanes shutdown until further notice in #AgouraHills on Las Virgenes Rd NB between Malibu Cyn Rd and US 101,2018-11-18 23:38:20
'He can kiss my red ass': California fire evacuees give Trump visit short shrift | US news | The Guardian ,2018-11-18 23:38:19
To think that it all could have been avoided by simply raking leaves 🍁 and pine 🌲 needles...,2018-11-18 23:38:17
@CTO1ChipNagel “We have great farmers” (in reference to the Camp Fire),2018-11-18 23:38:11
It's not too late to donate to #CampFire relief efforts! To donate text BUTTEFIRE to 91999 or visit #ButteCounty #CaliforniaWildfires #Paradise #Fire #California ,2018-11-18 23:38:09
@LionelMedia I’ve already read that they most likely won’t be able to rebuild due to high fire danger!!! Just like many other California fire areas. Coincidence?,2018-11-18 23:38:01
@Walmart is utterly and completely devoid of compassion.#ShameonWalmart #CampFire #CaliforniaFires ,2018-11-18 23:37:55
PG&amp;E reports another outage on morning when California fire started ,2018-11-18 23:37:48
ah bless ,2018-11-18 23:37:43
@slamm68 Started by a camp fire.,2018-11-18 23:37:39
